"","collection_no","collection_name","geocomments","stratcomments","early_interval","late_interval","loc_id","ref_id","locname","lat","lng","primary_reference","bibliographic_citation","projects","max_ma","min_ma","stage","stage_id","paleolng_scotese2016","paleolat_scotese2016"
"2893",155730,"Vilyuy River (PIN collection 3628)","Tunguska basin","Top of upper Katian member","Kasimovian","Gzhelian",665,50912,"Vilyuy River (PIN collection 3628)",63.04,111.15,"Sinitshenkova, N. D., 1979. A new family of the Palaeodictyoptera from...","Sinitshenkova, N. D., 1979. A new family of the Palaeodictyoptera from the Carboniferous of Siberia//Paleontological Journal.","pbdb",307,298.9,"Gzhelian",42,37.2425014214973,52.1691479896328
"2894",166311,"Setachan Creek, Sobopol River",NA,"Horizon not known, but no lower than Namurian and no higher than Lower Permian","Bashkirian","Gzhelian",527,54328,"Setachan Creek",67.175,126.62,"Shimanskiy, V. N., 1967. Kammenougol'nye Nautilida//Akademiya Nauk SSS...","Shimanskiy, V. N., 1967. Kammenougol'nye Nautilida//Akademiya Nauk SSSR, Trudy Paleontologicheskogo Instituta.","pbdb",323.2,298.9,"Gzhelian",42,25.3184358235596,55.2311720348081
"2895",192260,"Yuzhno-Verhoyanskaya zone, касимовский-гжельский (Ускачанская св.)","Akatchania plana Klets, Jakutoproductus cf.expositus Oan","УСКАЧАНСКАЯ СВИТА
Алевролиты, песчаники, туфоалевролиты, конгломераты","Kasimovian","Gzhelian",776,1000006,"Yuzhno-Verhoyanskaya zone",61.9789,140.646,"Схемы Дальнего Востока и Восточного Забайкалья (1994)","Решения Четвертого межведомственного регионального стратиграфического совещания по докембрию и фанерозою юга Дальнего Востока и Восточного Забайкалья (Хабаровск, 1990). Хабаровск, 1994","paleosib",307,298.9,"Gzhelian",42,21.730338375398,62.9386405923644
"2896",192273,"Yuzhno-Verhoyanskaya zone, гжельский(акачанская св., верхняя подсв.)-гжельский(ускачанская св.)","Jakutoproductus expositus Gan., Jakutochonetes tachanonsis Klets,
Akatchania plana Klets, Pterospirifer terechovi Zov., Attenuasis Zav.

","Акачанская свита, верхняя подсвита
Аргиллиты, песчаники, алевролиты песчанистые
Ускачанская свита
Алевролиты и песчаники
","Gzhelian","Gzhelian",776,1000006,"Yuzhno-Verhoyanskaya zone",61.9789,140.646,"Схемы Дальнего Востока и Восточного Забайкалья (1994)","Решения Четвертого межведомственного регионального стратиграфического совещания по докембрию и фанерозою юга Дальнего Востока и Восточного Забайкалья (Хабаровск, 1990). Хабаровск, 1994","paleosib",303.7,298.9,"Gzhelian",42,21.730338375398,62.9386405923644
"2897",192274,"Yuzhno-Verhoyanskaya zone, касимовский-гжельский (Акачанская св., Тукулахская св.)","Вверху: Plicatospiriferella costatus Klets, Phricodothyris lenaensis Abr.et Grig., Camerisma pentameroides (Tschern.), C.judomaensis Abr., Stenoscisma aff.sibirica Abr., Plicatiferina neoplicatilis (Step.), Achunoproductus achunovensis (Step.)
Внизу: Waagenoconcha skinderi Sar., Phricodothyris lenaensis Abr.et Grig., Muirwoodia mammata (Keys.)","Акачанская свита, нижняя подсвита
Алевролиты песчанистые, аргиллиты, песчаники
Тукулахская свита
Алевролиты, прослои песчаников","Kasimovian","Gzhelian",776,1000006,"Yuzhno-Verhoyanskaya zone",61.9789,140.646,"Схемы Дальнего Востока и Восточного Забайкалья (1994)","Решения Четвертого межведомственного регионального стратиграфического совещания по докембрию и фанерозою юга Дальнего Востока и Восточного Забайкалья (Хабаровск, 1990). Хабаровск, 1994","paleosib",307,298.9,"Gzhelian",42,21.730338375398,62.9386405923644
"2898",192279,"Yuzhno-Verhoyanskaya zone, касимовский-гжельский (Суркечанская свита)","","НИЖНЯЯ ПОДСВИТА Алевролиты, алевролиты песчанистые, в верхней части переслаивание с песчаниками.","Kasimovian","Gzhelian",776,1000006,"Yuzhno-Verhoyanskaya zone",61.9789,140.646,"Схемы Дальнего Востока и Восточного Забайкалья (1994)","Решения Четвертого межведомственного регионального стратиграфического совещания по докембрию и фанерозою юга Дальнего Востока и Восточного Забайкалья (Хабаровск, 1990). Хабаровск, 1994","paleosib",307,298.9,"Gzhelian",42,21.730338375398,62.9386405923644
"2899",192295,"Yuzhno-Verhoyanskaya zone, касимовский-гжельский ","Camerisma sp., Quinquenella alf.pseudobrama (Zav.)","Толща песчаников мелкозернистых, алевролитов с прослоями и линзами конгломератов
","Kasimovian","Gzhelian",776,1000006,"Yuzhno-Verhoyanskaya zone",61.9789,140.646,"Схемы Дальнего Востока и Восточного Забайкалья (1994)","Решения Четвертого межведомственного регионального стратиграфического совещания по докембрию и фанерозою юга Дальнего Востока и Восточного Забайкалья (Хабаровск, 1990). Хабаровск, 1994","paleosib",307,298.9,"Gzhelian",42,21.730338375398,62.9386405923644
"2900",192313,"Ohotskaya zone, касимовский-гжельский (Янгандинская св.)","","ЯНГАНДИНСКАЯ СВИТА Алевролиты, песчаники, туффиты алевролитовые, алееро-лсефитовые (''рябчики""), псаммитовые, прослои и линзы гравелитов, известняков ","Kasimovian","Gzhelian",791,1000006,"Ohotskaya zone",60.011,145.955,"Схемы Дальнего Востока и Восточного Забайкалья (1994)","Решения Четвертого межведомственного регионального стратиграфического совещания по докембрию и фанерозою юга Дальнего Востока и Восточного Забайкалья (Хабаровск, 1990). Хабаровск, 1994","paleosib",307,298.9,"Gzhelian",42,18.1523556557454,65.7846177966617
"2901",192314,"Ohotskaya zone, касимовский-гжельский (Гадекчанская св.)","Paracalamites mrassiensis Radcz., Annularia asteriscus Zal., Angaropteridium buconicum Tschirk., Neuropteris dichotoma Neub., N.paimbaensis Rasskaz., Angaridium aff.potanii (Schm.) Zal., Rufloria theodorii (Tschirk.et Zal.) S.Meyen, Crassinervia aff.angusta Gorel., Cardiocarpus tschemulakiensis Suchov, Angarocarpus cf.ungensis (Zal.) Radcz., Samaropsis cf.drupaeformis (Schm.) Suchov, S.cl.patula (Zal.)
","Гадекчанская свита
Гравелиты, песчаники, конгломераты, редко алевролиты, углистые аргиллиты, туфопесчаники, туфогравелиты, туфоалевролиты","Kasimovian","Gzhelian",791,1000006,"Ohotskaya zone",60.011,145.955,"Схемы Дальнего Востока и Восточного Забайкалья (1994)","Решения Четвертого межведомственного регионального стратиграфического совещания по докембрию и фанерозою юга Дальнего Востока и Восточного Забайкалья (Хабаровск, 1990). Хабаровск, 1994","paleosib",307,298.9,"Gzhelian",42,18.1523556557454,65.7846177966617
"2902",192316,"Ayanskaya zone, гжельский-гжельский (Ландорская св.)","Angaropteridium cardiopteroides (Schmath.) Zal., Samaropsis sp.","Ландорская свита
Сланцы углисто-глинистые и глинистые","Gzhelian","Gzhelian",792,1000006,"Ayanskaya zone",56.4272,137.474,"Схемы Дальнего Востока и Восточного Забайкалья (1994)","Решения Четвертого межведомственного регионального стратиграфического совещания по докембрию и фанерозою юга Дальнего Востока и Восточного Забайкалья (Хабаровск, 1990). Хабаровск, 1994","paleosib",303.7,298.9,"Gzhelian",42,32.2045712533939,66.6369604986024
"2903",192804,"Ul'beya-Okhotskaya zone, гжельский-гжельский (Гадекчаннская св, верх. подсв., 1)"," Paracalamites cf. crassus Gorel., Annularia cf. planifolia Radcz., Angaropteridium cf. cardiopteroides (Schm.), Angaridium ex gr. finale Neub., Rufloria ex gr. theodorii Tschirk. et Zal.), Rufloria ex gr. barsassica Gluch., Cardiocarpus ex gr. krapivinkensis Such
","Гадекчаннская свита, верхняя подсвита.
Песчаники зеленовато-серые грубозернистые до гравелитистых с прослоями зелёных и серых кремнистоглинистых алевролитов","Gzhelian","Gzhelian",931,1000004,"Ul'beya-Okhotskaya Zone_Carbon",59.8828,143.134,"Корень-2009 PZ-MZ Решения Третьего межведомственного регионального...","Корень-2009 Решения Третьего межведомственного регионального стратиграфического совещания по докембрию, палеозою и мезозою Северо-Востока России (Санкт-Петербург, 2002) / Ред. Т.Н.Корень, Г.В.Котляр. СПб.: Изд-во ВСЕГЕИ, 2009. 268 с.","paleosib",303.7,298.9,"Gzhelian",42,21.4207357868504,65.3541733255797
"2904",194533,"Kemerovsky area, касимовский-гжельский (Алыкаевская свита)","Martjanowskia angarica Radcz., "" Lepidodendron "" (?)vasiuchitechavll Neub., Sphenophyllum denticulatua Zal., Phyllotheca tomlenaia Chachl., Parscalamites crassua Gorel», Annular ia aatcriocua Zal, Eirene aateriacus Gorel., Tschernovia ungenais Goirel., Sphenopteris be11atula Zal., Neuropteris dlchotoua Neub., N.slberiana Zal., N.touiensis (Z a l.)Radoz., Pursongia aalatlca Zal., Angaropteridium cardlopteroidea (Scha.)Zal., Paragondwanidium sibiricua (Peturm.).Meyen, Angaridiun finale Neub., Tschirkoviella
sib irica Zal., Rufloria blrulinaklenale Gluch. ,R. khalf lu ll Gluch., R.subanguata(Zal.) S.Meyen, R.theodorll (Tachlrk.et Zal.)S.Meyen, Cordaites neuhurgae Gluoh., C.indetermlnatua Gluoh., Evenkiella echortonotensla Gorel., Ginkgophyllum vaevolodil Zal., Krylovia sibirica Chachl., Samaropsis patula Zal..S.paurilla Zal., S.punlla Such., 
Holcospermum (?)tchelchetenais Such., Angarocarpus ungensla(Zal.)Radc., Araucarioxyion balachonekienaia V.Lepeoh., Eriatophyton faaciculare (S cott.) Zal., Annularis aateriaoua.","Алыкаевская свита.
Песчаники, алевролиты, углистые аргиллиты, пласты угля, гравелиты, известково-сидеритовые конкреции.
","Kasimovian","Gzhelian",1270,1000007,"Kemerovsky area_Carbon",56.045,86.175,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",307,298.9,"Gzhelian",42,49.3771129957032,40.491050370686
"2905",194551,"Krapivinsko-Saltymakovsky area, касимовский-гжельский (Алыкаевская свита)","Mrassiellina anpla (Khalf.), Mrassiella magnlforna Rag., M.ovata Khalf., Kinerkaella balachonskienale (Rag.), Myalina kunpani (Fed.), Amnigeniella kunsaseiana (Rag.), Angarodon kunaasslenaia Rag., A. rotundata Khalf., Praelepas yaworskyi Tachern., Phyllopoda, Chonetes sp., Spirorbis sp.,  Phyllotheca toniensis Chachl., Annularia asterlscua Zal., Sphenopteris bellatula Zal., Angaropteridium cardiopteroldea (Schn.)Zal., Paragondwanidium petiolatua (Heub.)S.Meyen, Rufloria aubanguata (Zal.)S.Mayen., R.theodorii (Tschirk.et Zal.) S.Meyen, R.derzavinii (Heub.)S.Meyen, Krylovia sibirica Chachl., Samaropsis pauxilla Zal., S.punila Such., S.euxyptera Such., S.tcharenitchklenaia Such., Cordaicarpus kovbasalnae Such., Remysporites psllopterus (Lub.)Lub., Cordaitina rotate (Lub.) Hedv, Cyclobaculisporites trichaeanthua (Lub.)Lub., Granulatisporites cyateglua (Waltz) Lub., Foveolatisporites pervoratus (Lub.)Lub. , Turrisporites reaistens (Lub.)Luh., Bashanisporites varians (Sadk.) Dibn.","Алыкаевская свита.
Песчаники, алелролиты, аргиллиты, граввиты, пласты угля.","Kasimovian","Gzhelian",1271,1000007,"Krapivinsko-Saltymakovsky area_Carbon",55.6094,86.1157,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",307,298.9,"Gzhelian",42,49.9374652533384,40.3962067889953
"2906",194596,"Prokop'evsko-Kiselevsky area, касимовский-гжельский (Алыкаевская свита)","Myalina (? )spirorbigera (K half.), Mrassiella nagnlfoma Rag, Angarodendron obrutachevii Zal., Phyllotheca tonienaia Chachl., Paracalamites crasaus Gorel., Sphenopteris bellatula Zal., Neuropteris dichotoma Neub., N.aiberlana Zal.,  Angaropteridium cardiopteroides(Schn.)Zal., Paragondwanidium slblricun(Petunn. )S.Meyen, Angaridium finale Heub., A.(?)tenula Gorel., Rufloria subangusta(Zal.)S.Keyen, R.theodorii(Tschlrk.et Zal.)S.Heyen, Sanaropsis pauxilla Zal., S.euryptera Such., Angarocarpuas ungansia(Zal.)Radcz.,  Remysporites  psllopterus . (Luh .JLub), Cyclobaculisporites canthus (Lub.)Lub., Apiculatisporis curvispinus (Lub.)Oshurk., Cordaitina rotata (Lub.)Medv., Baskanisporites varians(Sadk.)Dibn., Florinites luberas Samoil., Higrisporites nigri(Lub.)Oshurk.

","Алыкаевская свита.
Песчаники, алевролиты, аргиллиты, углистые аргиллиты, угли, сидеритовые конкреции.
","Kasimovian","Gzhelian",1272,1000007,"Prokop'evsko-Kiselevsky area_Carbon",55.3311,86.6828,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",307,298.9,"Gzhelian",42,50.3607106919342,40.6742529761231
"2907",194602,"Tom'-Usinsky area, касимовский-гжельский (Алыкаевская свита)","Mrassiella rhonboidea Khalf., M.magnifoma Rag., Annigeniella kunaaasiana (Rag. ), A. quasitenuis (Khalf.), Angarodon kumsassionsls Rag., A.rugatus K h a lf., Kinerkaella balachonsklensis (Rag.), K.paeudednondia Bet., Myalina kunpani (?ed.), M .(?) apirorhigera (Khalf. ), Praelepas ap., Sphenophyllum dentlculatum Zal., Phyllotheca tomlensls Chachl., Paracalamites craseus Gorel., Annularia asterieoua Zal., Sphenopteris bellatula Zal., Neuropteris slberiana Zal., Angaropteridium cardiopteroldes (Schn.)Zal., Rufloria derzavinii (Heub.)S.Heyen, R.theodorii (Techlrk.et Zal.)S.Heyen, R. subangusta (Zal. )S.Ueyen, Evenkiella scbortonotensis Gorel., Ginkgophyllum vaevolodli Z a l., Samaropsis patula Zal., S.pauxilla Zal., S.euryptara Such., S.tcherenitchkiensis Such., S.aurioulata Heub., Angarocarpus ungenals (Zal.JRadcz., Holcospermum (?) tchelchetensi3 Such., Araucarioxylon balachi ense Y.Lepech., Eristophyton fasciculare (Scott)Zal.
","Алыкаевская свита.
Песчаники, алевролиты, аргиллиты, пласты угля, прослои мергеля, конкреции сидеритов.
","Kasimovian","Gzhelian",1274,1000007,"Tom'-Usinsky area_Carbon",55.0821,84.684,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",307,298.9,"Gzhelian",42,50.4481547005821,39.5087984449184
"2908",194603,"Kolyvanskoe Field, касимовский-гжельский (Алыкаевская свита)","Neuropteris Siberians Z al., N. tomiensis (Z a l.) Radcz.,
Rufloria aubangusta (Zal.)S.Meyen., Ginkgophyllum vsevolodii
Z a l., Samaropsis auriculata Neub., Angarocarpus ungensls(Zal.)
Radcz.","Алыкаевская свита.
Песчаники, алевролиты, аргиллиты, пласты угля в основном маломощные, редкие прослои углистых аргиллитов. Конкреционные
образования по составу сидеритовые, анкеритовые, известковые, иногда пиритовые и пирито-сидеритовые.
","Kasimovian","Gzhelian",1292,1000007,"Kolyvanskoe Field_Carbon",54.8653,83.7566,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",307,298.9,"Gzhelian",42,50.6005744836561,38.9463208517891
"2909",194605,"Listvyanskoe Field, касимовский-гжельский (Алыкаевская свита)","Mrassiella magniforma Rag., Amnigeniella kumsassiana(Rag.), Sphenophyllum denticulatum Zal., Sph.kemeroviense Gorel.,
Phyllotheca tooiensis Chachl., Paracalamites craasus Gorel., Annularia asteriscus Z a l., Eirena asteriscus Gorel., Sphenopteris bellatula Zal., Neuropteris dichotoma Neub., N.siberiana Zal.,N. tomiensis (Zal.)Eadcz., Angaropteridium cardiopteroidee(Schm.)Zal.,
Paragondwanidium sibiricum (Petunn.)S.Meyen, Angaridium submongolicum Neub., Rufloria subangusta (Zal.)S.Meyen, R.theodorii
(Tschirk. et Zal. )S.Meyen, Crassinervia kuznetskiana(Chachl.)Neub.,
Lepeophyllum maksimovii Gorel., Ginkgophyllum vsevolodii Zal., Samaropsis patula Z a l., S.pauxilla Z al., S. auriculata Neub., Angarocarpus ungeneie (Zal.)Radcz., Remysporites psilopterus Lub","Алыкаевская свита.
Песчаники, ахевролиты, аргиллиты, пласты угля. Конкреционные образования в основном сидерито-известкового состава","Kasimovian","Gzhelian",1293,1000007,"Listvyanskoe Field_Carbon",54.5036,83.5392,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",307,298.9,"Gzhelian",42,51.0258799421105,38.7541945323998
"2910",194608,"Karasevskoe Field, касимовский-гжельский (Алыкаевская свита)","Neuropteris Siberians Zal., Angaropteridium cardiopteroidea (Spho.)Zal., Angarocarpus ungensis CZal.)Radcz.
","Алыкаевская свита.
Аргиллиты, алевролиты, песчаники, редкие прослои углистых аргиллитов, тонкие пласты угля.
","Kasimovian","Gzhelian",1294,1000007,"Karasevskoe Field_Carbon",54.2574,83.0501,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",307,298.9,"Gzhelian",42,51.2622450301049,38.426137123012
"2911",194611,"Ukropskoe Field, касимовский-гжельский (Алыкаевская свита)","Mrassiella ел gr. magniforma Rag., Angaropteridium cardiopteroidea (Schm.)Zal., Paracalamites sp., Rufloria theodor 11 ( Tschirk. et Zal.)S.Meyen, R.subangusta (Heub.)S.Meyen, Prynadaeopteris sib irica Z al., Neuropteris Siberians Z al., N.dichotoma Neub, Samaropsis
auriculata Neub., S.tcheremitchklensla Such.","Алыкаевская свита.
Песчаники, алевролиты, аргиллиты, углистые аргиллиты, тонкие пласты угля.","Kasimovian","Gzhelian",1296,1000007,"Ukropskoe Field_Carbon",54.8493,83.7001,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",307,298.9,"Gzhelian",42,50.612974794586,38.9113831900875
"2912",194624,"Norilsk-Kharaelakh Trough, касимовский-гжельский (Адынканская свита)","Angaridium fin Beub., Angaropteridium cardloptsroides (Schm.) Zal., Rufloria suhangusta (Zal.)Seyen., B.tsehlrkovao (Zal.) S.Meyen, B.theodorli (Zal.et Tschirk.) S.Meyen, Angarocarpus ungensis (Zal.) Badcz., Angarodendron obrutschevil Zal., Angaridium potanlnli (Scha.) Zal., A.suhaongollcua Beub., Angaroperidium cardloptoroides (Scha.) Zal., Rufloria theodorll (Zal. et Tschirk*) S.Meyen., Remysporites psllopterus (Lub.)., Remysporites mlxablbilis (Lub.), Cyclobaculisporites trlchacantkns (Lub.), Calamospora aicrorugosa (Ibr.), Turrisporites pyraaldalls (Lub.)., Turrisporites rlgidisplnosus (Lub.), Granulatisporites lerogr^nifer (Ibr*), Remysporites radiatus (Lub.)","Адынканская свита.
Переслаивание песчаников, алевролитов, аргиллитов, маломощные пласты угля","Kasimovian","Gzhelian",1298,1000007,"Norilsk-Kharaelakh Trough_Carbon",69.0508,88.465,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",307,298.9,"Gzhelian",42,32.1100746836108,41.8400887305398
"2913",194644,"Kureyka and Kulumbe Interfluve, касимовский-гжельский (Катская свита)","Neuropteris elberlana Zal., B.dlchotona Beub., Angaropteridium cardloptexoldes (Seta.) Zal., Angaridium finale loub., Ginkgophyllum prlnaevum Raeak., G.vaevolodll Zal., Samaropsis pauxllla Zal., S.tchoxoaltohklenBla Such., Angarocarpus ungensis (Zal.) Radca., Rufloria theodorll (Tar-M-rir, et Zal.) S. Meyen, B.subangusta (Zal.) S.Meyen, B.tschlxkcvae (Zal.), C.batschatansls (Badcz.), Annularia asterlacus Zal., Paracalamites nasslensis Badoz., Cardiocarpus brtvljaklansis Such.","Катская свита, верхняя подсвита.
Чередование песчаников, алевролитов, аргиллитов, углистых аргиллитов, пластов угля.","Kasimovian","Gzhelian",1299,1000007,"Kureyka and Kulumbe Interfluve_Carbon",67.4904,91.0546,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",307,298.9,"Gzhelian",42,34.074215102731,42.9577903747111
"2914",194648,"Bahty and Severnaya Interfluve, касимовский-гжельский (Анакитская свита)","Phyllotheca tomiensie Chaohl., Annularia asteriscus Z al., Sphenopteris mara Bassk., S.izylansls Z al., Neuropteris djavolskiensis Such., Angaropteridium oardiopteroidee (Sohm.) Z al., Angaridium fin a le Heuh., A.submongolioum Heuh., Paragondwanidium sibirlcum (Petunn.) S.Meyen, P.odontopteroldes (Z a l.) S.Meyen, Rufloria subangusta (Z a l.) S.Meyen, B.theodorli (Z al. et Tscblxk.) S.Meyen, B. intermedia (Badoz.) S.Meyen, B. tscMrkovae (Z a l.) S.Meyen, Angarocarpus ungensls (Z a l.) Badoz., Samaropsis auriculata Heub., S.pauxilla Zal., Angarodendron obrutschevii Zal., Knorria sp., Remysporites psllopterus (Lub.)., Cyclobaculisporites trlchaeanthus (Lub.), Granulatisporites mlcrogranlfer (Ib r .), Cyclobaculisporites pallens (Lub.)., Acanthotriletes erlnaceus (W altz.), Varrucosisporites rubiginosus (Lub.), Cyolobaculisporites gibberulus (Lub.)., Cyclobaculisporites trlcbacanthns (Lub.), C.gibberulus (Lub.)., Remysporites psllopterus (Lub.), Turrisporites pyramidaiis (Lub.).,  Lycospora subtrlquetra (Lub.), L.vidius Medv., Florinites macropterus (Lub.)., ","Анакитская свита.
Переслаивание песчаников, алевролитов, аргиллитов, единичные пласта и пропластки угля.
","Kasimovian","Gzhelian",1300,1000007,"Bahty and Severnaya Interfluve_Carbon",65.9501,89.0234,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",307,298.9,"Gzhelian",42,36.2529993614702,42.2897434521138
"2915",194651,"Nizhnyaya Tunguska River Bassin, касимовский-гжельский (Чинокская свита)","Phyllotheca tomlensis Chaohl., Sphenopteris mara Bassk., Angaropteridium cardiopteroldes (Schm.) Zal.,
Angaridium finale Heub., Paragondwanidium eiblrioua (Petunn.) S.Meyen, Rufloria theodorli (Z a l.et Techirk.)
S.Meyen, R.subangusta (Z a l.) S.Meyen, R.tsohlrkovae (Z a l.) S.Meyen, Krylovia sibirioa Chaohl., Angarocarpus ungenale (Z a l.) Badcz., Samaropsis auriculata Heuh., S.ovata Bassk., Cordaitina rotate (Lub.), Remysporites psllopterus ( Lub. )., Cyclobaculisporites trlchaeanthus (Lub.), Nigrisporites n igritellu s (Lub.)., Spinosisporites spinoeus (W alt*.),s.reotlspinus (Lub.), Cyclogranisporites polypyrenus (Lub.), Verrucosisporites perpuslllus
(Haum.)., Cyclobaculisporites trlchaeanthus (Lub.), C.gibberulus (Lub.)., Cyclogranisporites pallens ( Lub.), Remysporites psllopterus (Lub.)., Remysporites mlrab ilis (Lub.), Cordaitina uralensis (Lub.), Florinites maoropterus (Lub.), Granulatisporites miorogranifer (Ib r.).
","Чинокская свита.
Тонкое чередование песчаников и алевролитов с прослоями аргиллитов, углистых аргиллитов, линзами конгломератов, глинистых известняков.","Kasimovian","Gzhelian",1308,1000007,"Nizhnyaya Tunguska River Bassin_Carbon",64.2628,100.198,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",307,298.9,"Gzhelian",42,37.6972406633828,47.172438999779
"2916",194673,"Nizhnyaya Tunguska, Podkamennaya Tunguska Interfluve, касимовский-гжельский (Чинокская свита)","Abakaniella globose (Tschera.), A. tunguesensia (Teohem .), A. rugose (Tschern.), A. slM rlca (Taohern.), A. magna (Teohem ,)., Koretrephyllites vulgaris Badoz., K. mungatlcue Badcz., Phyllotheca tomlensie Chachl., Annularia aaterlsous Zal., Neuropteris lzylensls (Teohem .) Heub., N. palmbaensls Bassk., Angaropteridium cardlopterddee (Seim.) Zal., Angaridium potanll (Sobm.) Z al., Paragondwanidium potlolatua (Heub.) S.Meyen, Rufloria eubanguata (Z a l.) S.Meyen, R. tsoblrkovae (Z a l.) S.Heyen, Ginkgophyllum prlmaevua Bassk., Krylovia elblrloa Chachl., Tschernovia elblrloa Zal., Samaropsis ovata Bassk., Remysporites psllopterue (bub.), Cordaitina uralensia (Lub.).,  Cyclobaculisporites trlohacanthus (bub.), Acanthotriletes erlnaceus (W altz.), Cranulatisporites miorogranlfer (Ib r .), Cyclobaculisporites pallens (bub.)., Verrucosisporites rubiglnosus (bub.), Turrisporites pyramidalla (Lub.), Cyclobaculisporites glbberulus (Lub.), Cordaitina rotate (bub.)., Cyclobaculisporites trlohacanthus (bub.), C. glbberulus (Lub.)., Remysporites m irabills (Lub.)., R. peilopterua (bub.), Turrisporites pyramidalla (bub.), Cyclogranisporites pallens (bub.), C. grandlverrucoeua (K oz.)., Lycospora breviapiculata (Lub.),
L.eubtrlquetra (bub.), Verrucosisporites rubiglnosus (bub.), Florinites macropterus (bub.).

","Чинокская свита/
Переслаивание песчаников и алевролитов, имеются линзы, прослои, конкреция глинистых известняков и сидеритов.
","Kasimovian","Gzhelian",1314,1000007,"Nizhnyaya Tunguska, Podkamennaya Tunguska Interfluve_Carbon",64.4488,91.7314,"Решения Всесоюзного совещания (1982) - девон - пермь","Решения Всесоюзного совещания по разработке унифицированных стратиграфических схем докембрия, палеозоя и четвертичной системы Средней Сибири, часть II (средний и верхний палеозой), 1979 г. Под редакцией В. И. Краснова. Ленинград, 1982, 130 с.","paleosib",307,298.9,"Gzhelian",42,38.1945621614535,43.522939557221
